0.000000000000000000e+00,-1.957138928819638357e-01,2.273677024842956362e-01,-0.000000000000000000e+00,6.523796429398794894e-01,-7.578923416143188430e-01,9.936523577160434328e-01,8.652720730424154350e-02,7.188904229071953200e-02
9.254677438308574200e-02,-1.876549234947322009e-01,2.340633027370719599e-01,-0.000000000000000000e+00,6.255164116491073178e-01,-7.802110091235732181e-01,9.947557661935253481e-01,8.082167988696746519e-02,6.268031337653513779e-02
1.867688344861721805e-01,-1.799995919663892330e-01,2.400003060246660991e-01,-0.000000000000000000e+00,5.999986398879640914e-01,-8.000010200822204043e-01,9.970192976368537074e-01,6.228246029675271050e-02,4.553477000159833477e-02
2.813898598645636073e-01,-1.740887432292224646e-01,2.443217335417990355e-01,-0.000000000000000000e+00,5.802958107640748819e-01,-8.144057784726634885e-01,9.969592658764989679e-01,6.399529610228370247e-02,4.446149187525513108e-02
3.726601441305287254e-01,-1.682300596632445577e-01,2.483921235178385700e-01,-0.000000000000000000e+00,5.607668655441485628e-01,-8.279737450594619741e-01,9.446755637990591481e-01,2.794737459010504521e-01,1.717047014876552646e-01
4.493276469757397917e-01,-1.455486703798564707e-01,2.623272470611009433e-01,-0.000000000000000000e+00,4.851622345995215690e-01,-8.744241568703364775e-01,8.653259031751425745e-01,4.530188691487516128e-01,2.144411002800305499e-01
5.160329990840455405e-01,-1.106268183153428508e-01,2.788578617672883841e-01,-0.000000000000000000e+00,3.687560610511428361e-01,-9.295262058909613545e-01,4.616872795662520512e-01,8.482510853961015007e-01,2.594512517045334810e-01
5.412510206406797586e-01,-6.429412711134439851e-02,2.930294613498620193e-01,-0.000000000000000000e+00,2.143137570378146617e-01,-9.767648711662068051e-01,-4.817145487964522577e-01,8.686608119611638479e-01,1.156697334690535567e-01
5.137073013369892749e-01,-1.462539770602989432e-02,2.996432841595827457e-01,-0.000000000000000000e+00,4.875132568676631556e-02,-9.988109471986091892e-01,-9.840195458588002486e-01,1.780075380179315103e-01,4.341632945714095360e-03
4.328586060011650472e-01,1.836970198721029749e-17,2.999999999999999889e-01,-0.000000000000000000e+00,-6.123233995736766036e-17,-1.000000000000000000e+00,-9.827246656957657756e-01,-1.849982639989445898e-01,-5.279559690182823728e-03
3.419736624899777921e-01,-1.710912258552890405e-02,2.995117325320551527e-01,-0.000000000000000000e+00,5.703040861842968018e-02,-9.983724417735172496e-01,-9.340707356278455942e-01,-3.551012673061413327e-01,-3.761583178965874352e-02
2.659230299229231598e-01,-4.602093298053357151e-02,2.964491081578779497e-01,-0.000000000000000000e+00,1.534031099351119143e-01,-9.881636938595932396e-01,-6.541589984609409436e-01,-7.349673412542290230e-01,-1.786029451668370016e-01
