0.000000000000000000e+00,-5.850895216716841402e-02,2.942391926924419754e-01,-0.000000000000000000e+00,1.950298405572280513e-01,-9.807973089748066586e-01,7.786823484548280883e-01,6.210729262358952729e-01,8.900685648676592843e-02
4.015133674270038311e-02,-2.648445815808357987e-02,2.988286690999923390e-01,-0.000000000000000000e+00,8.828152719361193057e-02,-9.960955636666412039e-01,8.737400389104702514e-01,4.859181946201851510e-01,2.149075479804865574e-02
8.777361505572862932e-02,1.836970198721029749e-17,2.999999999999999889e-01,-0.000000000000000000e+00,-6.123233995736766036e-17,-1.000000000000000000e+00,9.973539690603830943e-01,-7.269746981304134326e-02,-3.718632574161628759e-04
1.298786357401191249e-01,-3.069049269503255559e-03,2.999843011502124623e-01,-0.000000000000000000e+00,1.023016423167751911e-02,-9.999476705007082078e-01,9.213302134570715562e-01,-3.883170635794021552e-01,-1.898672968726804536e-02
1.847858645825834201e-01,-2.621103849547737688e-02,2.988527755617949588e-01,-0.000000000000000000e+00,8.737012831825792525e-02,-9.961759185393165295e-01,9.058968201832329203e-01,-4.198936989292151867e-01,-5.513830593561135779e-02
2.400676115543642630e-01,-5.183477036215385775e-02,2.954879973560732842e-01,-0.000000000000000000e+00,1.727825678738461879e-01,-9.849599911869110214e-01,9.283465458157756922e-01,-3.635496197879787283e-01,-7.748783661926547661e-02
2.945191736949213657e-01,-7.315853658101302559e-02,2.909429987563277864e-01,-0.000000000000000000e+00,2.438617886033767612e-01,-9.698099958544259547e-01,9.983790881512720761e-01,5.528783585144055740e-02,1.350746271875077724e-02
3.653325715506448579e-01,-6.923706069755904136e-02,2.919010610223308211e-01,-0.000000000000000000e+00,2.307902023251968138e-01,-9.730035367411027369e-01,9.905070563760843827e-01,1.342236413422302488e-01,2.966117620757336218e-02
4.319180963251305627e-01,-6.021405420973716810e-02,2.938949943017519773e-01,-0.000000000000000000e+00,2.007135140324572409e-01,-9.796499810058399982e-01,9.443710540263102748e-01,3.242628467262309577e-01,5.492648314098176610e-02
4.909842203920609660e-01,-3.993288458539373531e-02,2.973303965770900392e-01,-0.000000000000000000e+00,1.331096152846457936e-01,-9.911013219236335381e-01,9.109799568011518467e-01,4.098371716435548762e-01,4.635742708329215062e-02
5.186432290293332414e-01,-2.748948252617732999e-02,2.987378923913787121e-01,-0.000000000000000000e+00,9.163160842059110689e-02,-9.957929746379290403e-01,-7.653172359691400306e-01,-6.370503295833406243e-01,-9.195871848994541242e-02
4.818473320499074286e-01,-5.811839978605604085e-02,2.943165839811072715e-01,-0.000000000000000000e+00,1.937279992868534695e-01,-9.810552799370242383e-01,-7.126739656129363332e-02,-9.622704479974691916e-01,-2.625957789038602663e-01
