9.899999999999999911e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
9.699999999999999734e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
9.500000000000000666e-01,-1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
9.299999999999999378e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
9.100000000000000311e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
8.899999999999999023e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
8.699999999999999956e-01,-1.499999999999999667e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
8.499999999999999778e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
8.300000000000000711e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
8.100000000000000533e-01,-1.499999999999999944e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.071067811865476838e-01,-7.071067811865474617e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.617993877991494078e-01,-3.141592653589793116e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.617993877991494078e-01,3.141592653589793116e+00
